Locus	Namespace	GO-ID	GO-term	pubMedId	EvidenceCode
NCU00309.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU00309.7	biological_process	GO:0043405	regulation of MAP kinase activity	22879952	IMP: Inferred from Mutant Phenotype
NCU00315.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU00315.7	biological_process	GO:0009416	response to light stimulus	12180913	IEP: Inferred from Expression Pattern
NCU00315.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU00315.7	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU00315.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU00316.7	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
NCU00322.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU00326.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU00329.7	biological_process	GO:0030448	hyphal growth	16801547	IMP: Inferred from Mutant Phenotype
NCU00329.7	biological_process	GO:0070787	conidiophore development	16801547	IMP: Inferred from Mutant Phenotype
NCU00333.7	biological_process	GO:0006360	transcription from RNA polymerase I promoter	None	ISS: Inferred from Sequence or Structural Similarity
NCU00333.7	biological_process	GO:0006886	intracellular protein transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU00333.7	biological_process	GO:0043001	Golgi to plasma membrane protein transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU00333.7	cellular_component	GO:0005625	soluble fraction	None	ISS: Inferred from Sequence or Structural Similarity
NCU00333.7	cellular_component	GO:0005794	Golgi apparatus	None	ISS: Inferred from Sequence or Structural Similarity
NCU00333.7	cellular_component	GO:0042175	nuclear membrane-endoplasmic reticulum network	None	ISS: Inferred from Sequence or Structural Similarity
NCU00333.7	molecular_function	GO:0003924	GTPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00338.7	molecular_function	GO:0004190	aspartic-type endopeptidase activity	22112824	IDA: Inferred from Direct Assay
NCU00340.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	15802524	IMP: Inferred from Mutant Phenotype
NCU00340.7	biological_process	GO:0007166	cell surface receptor linked signaling pathway	None	ISS: Inferred from Sequence or Structural Similarity
NCU00340.7	biological_process	GO:0007329	positive regulation of transcription from RNA polymerase II promoter by pheromones	None	ISS: Inferred from Sequence or Structural Similarity
NCU00340.7	biological_process	GO:0040009	regulation of growth rate	15802524	IMP: Inferred from Mutant Phenotype
NCU00340.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU00340.7	molecular_function	GO:0003700	sequence-specific DNA binding transcription factor activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00340.7	molecular_function	GO:0043565	sequence-specific DNA binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU00340.7	molecular_function	GO:0051019	mitogen-activated protein kinase binding	15802524	ISS: Inferred from Sequence or Structural Similarity
NCU00347.7	biological_process	GO:0016558	protein import into peroxisome matrix	21920312	IMP: Inferred from Mutant Phenotype
NCU00347.7	cellular_component	GO:0005778	peroxisomal membrane	21920312	IDA: Inferred from Direct Assay
NCU00348.7	biological_process	GO:0000398	nuclear mRNA splicing, via spliceosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU00348.7	cellular_component	GO:0005686	U2 snRNP	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	biological_process	GO:0000028	ribosomal small subunit assembly	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	biological_process	GO:0006886	intracellular protein transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	biological_process	GO:0006892	post-Golgi vesicle-mediated transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	biological_process	GO:0006897	endocytosis	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
NCU00352.7	biological_process	GO:0016192	vesicle-mediated transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	biological_process	GO:0045332	phospholipid translocation	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	cellular_component	GO:0005802	trans-Golgi network	None	ISS: Inferred from Sequence or Structural Similarity
NCU00352.7	molecular_function	GO:0004012	phospholipid-translocating ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00355.7	biological_process	GO:0006979	response to oxidative stress	17895581	IEP: Inferred from Expression Pattern
NCU00355.7	biological_process	GO:0016119	carotene metabolic process	12912899	IMP: Inferred from Mutant Phenotype
NCU00355.7	biological_process	GO:0018158	protein oxidation	12912899	IMP: Inferred from Mutant Phenotype
NCU00355.7	biological_process	GO:0030436	asexual sporulation	18567788	IMP: Inferred from Mutant Phenotype
NCU00355.7	biological_process	GO:0042542	response to hydrogen peroxide	12912899	IMP: Inferred from Mutant Phenotype
NCU00355.7	biological_process	GO:0048315	conidium formation	12912899	IMP: Inferred from Mutant Phenotype
NCU00355.7	cellular_component	GO:0030446	hyphal cell wall	19555771	IEP: Inferred from Expression Pattern
NCU00355.7	molecular_function	GO:0004096	catalase activity	12912899	IDA: Inferred from Direct Assay
NCU00360.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU00366.7	biological_process	GO:0006446	regulation of translational initiation	None	ISS: Inferred from Sequence or Structural Similarity
NCU00366.7	biological_process	GO:0042256	mature ribosome assembly	None	ISS: Inferred from Sequence or Structural Similarity
NCU00366.7	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU00366.7	cellular_component	GO:0043614	multi-eIF complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU00366.7	molecular_function	GO:0005096	GTPase activator activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00371.7	biological_process	GO:0045041	protein import into mitochondrial intermembrane space	12574118	TAS: Traceable Author Statement
NCU00371.7	cellular_component	GO:0005744	mitochondrial inner membrane presequence translocase complex	12574118	IPI: Inferred from Physical Interaction
NCU00378.7	molecular_function	GO:0004029	aldehyde dehydrogenase (NAD) activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00385.7	biological_process	GO:0015986	ATP synthesis coupled proton transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU00385.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU00385.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU00385.7	cellular_component	GO:0005756	mitochondrial proton-transporting ATP synthase, central stalk	None	ISS: Inferred from Sequence or Structural Similarity
NCU00385.7	cellular_component	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	None	ISS: Inferred from Sequence or Structural Similarity
NCU00385.7	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00385.7	molecular_function	GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	None	ISS: Inferred from Sequence or Structural Similarity
NCU00389.7	biological_process	GO:0006351	transcription, DNA-dependent	None	ISS: Inferred from Sequence or Structural Similarity
NCU00389.7	molecular_function	GO:0008134	transcription factor binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU00395.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU00401.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU00405.7	biological_process	GO:0006353	transcription termination, DNA-dependent	None	ISS: Inferred from Sequence or Structural Similarity
NCU00405.7	biological_process	GO:0006426	glycyl-tRNA aminoacylation	None	ISS: Inferred from Sequence or Structural Similarity
NCU00405.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU00405.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU00405.7	molecular_function	GO:0004820	glycine-tRNA ligase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00406.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	21965514	IMP: Inferred from Mutant Phenotype
NCU00406.7	biological_process	GO:0030437	ascospore formation	21965514	IMP: Inferred from Mutant Phenotype
NCU00406.7	biological_process	GO:0030448	hyphal growth	21965514	IMP: Inferred from Mutant Phenotype
NCU00406.7	biological_process	GO:0048315	conidium formation	21965514	IMP: Inferred from Mutant Phenotype
NCU00406.7	biological_process	GO:0070787	conidiophore development	21965514	IMP: Inferred from Mutant Phenotype
NCU00410.7	biological_process	GO:0006415	translational termination	None	ISS: Inferred from Sequence or Structural Similarity
NCU00410.7	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
NCU00410.7	cellular_component	GO:0018444	translation release factor complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU00410.7	molecular_function	GO:0016149	translation release factor activity, codon specific	None	ISS: Inferred from Sequence or Structural Similarity
NCU00413.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU00413.7	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU00413.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU00417.7	cellular_component	GO:0005681	spliceosomal complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU00418.7	biological_process	GO:0006116	NADH oxidation	15863099	IC: Inferred by Curator
NCU00418.7	cellular_component	GO:0005739	mitochondrion	15863099	IC: Inferred by Curator
NCU00418.7	cellular_component	GO:0005747	mitochondrial respiratory chain complex I	15863099	IC: Inferred by Curator
NCU00418.7	cellular_component	GO:0042652	mitochondrial respiratory chain complex I, peripheral segment	8166654	IPI: Inferred from Physical Interaction
NCU00418.7	molecular_function	GO:0009055	electron carrier activity	15863099	IC: Inferred by Curator
NCU00419.7	biological_process	GO:0006360	transcription from RNA polymerase I promoter	None	ISS: Inferred from Sequence or Structural Similarity
NCU00419.7	biological_process	GO:0006383	transcription from RNA polymerase III promoter	None	ISS: Inferred from Sequence or Structural Similarity
NCU00419.7	cellular_component	GO:0005666	DNA-directed RNA polymerase III complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU00419.7	cellular_component	GO:0005736	DNA-directed RNA polymerase I complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU00419.7	molecular_function	GO:0003899	DNA-directed RNA polymerase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU00421.7	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
NCU00430.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU00431.7	biological_process	GO:0006626	protein targeting to mitochondrion	9584158	TAS: Traceable Author Statement
NCU00431.7	biological_process	GO:0030448	hyphal growth	9584158	IMP: Inferred from Mutant Phenotype
NCU00431.7	biological_process	GO:0043496	regulation of protein homodimerization activity	9710610	IMP: Inferred from Mutant Phenotype
NCU00431.7	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
NCU00431.7	cellular_component	GO:0005742	mitochondrial outer membrane translocase complex	9635430	IPI: Inferred from Physical Interaction
NCU00431.7	molecular_function	GO:0030943	mitochondrion targeting sequence binding	10579717	IPI: Inferred from Physical Interaction
NCU00435.7	biological_process	GO:0045053	protein retention in Golgi apparatus	None	ISS: Inferred from Sequence or Structural Similarity
NCU00435.7	biological_process	GO:0045324	late endosome to vacuole transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU00435.7	cellular_component	GO:0000815	ESCRT III complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU00435.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU00435.7	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU00436.7	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
NCU00440.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	12455986	IMP: Inferred from Mutant Phenotype
NCU00440.7	biological_process	GO:0048315	conidium formation	12455986	IMP: Inferred from Mutant Phenotype
NCU00440.7	cellular_component	GO:0005834	heterotrimeric G-protein complex	22903975	IPI: Inferred from Physical Interaction
