Locus	Symbol	FunCatId	FunCatName
NCU07559	None	11.04.03.05	3'-end processing
NCU07559	None	16.03.03	RNA binding
NCU00506	pkr-1	20.01.27	drug/toxin transport
NCU04471	None	32.05	disease, virulence and defense
NCU01599	None	11.02.03.04	transcriptional control
NCU05390	mic-20	01.04	phosphate metabolism
NCU05390	mic-20	20.01.01.07.07	phosphate transport
NCU05390	mic-20	20.03	transport facilities
NCU05390	mic-20	34.01.03.03	homeostasis of phosphate
NCU05390	mic-20	70.16	mitochondrion
NCU04106	None	32.05	disease, virulence and defense
NCU04106	None	70.02	eukaryotic plasma membrane / membrane attached
NCU17008	None	32.01	stress response
NCU17008	None	32.05	disease, virulence and defense
NCU02653	None	20.01.23	allantoin and allantoate transport
NCU02653	None	20.09.18.07	non-vesicular cellular import
NCU02653	None	70.02	eukaryotic plasma membrane / membrane attached
NCU05548	aro-6	01.01	amino acid metabolism
NCU00018	cdc48	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU08877	None	01.01.09.01.02	degradation of glycine
NCU02804	mrp-31	12.01.01	ribosomal proteins
NCU02804	mrp-31	70.16	mitochondrion
NCU03732	None	12.04	translation
NCU02391	sec24	20.09.07.03	ER to Golgi transport
NCU02391	sec24	20.09.07.25	vesicle formation
NCU02391	sec24	70.09	intracellular transport vesicles
NCU05217	exr-2	10.01.05.01	DNA repair
NCU03164	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU03164	None	30.05.01.10	two-component signal transduction system (sensor kinase component)
NCU03658	None	14.04	protein targeting, sorting and translocation
NCU03658	None	20.09.16	cellular export and secretion
NCU02051	None	20.03.25	ABC transporters
NCU02051	None	32.01	stress response
NCU02051	None	32.05.01	resistance proteins
NCU09915	ndt80	10.03.02	meiosis
NCU07117	None	01.01	amino acid metabolism
NCU01744	en(am)-2	01.01.03	assimilation of ammonia, metabolism of the glutamate group
NCU03031	tca-13	01.05	C-compound and carbohydrate metabolism
NCU03031	tca-13	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU03031	tca-13	02.11	electron transport and membrane-associated energy conservation
NCU03031	tca-13	02.13	respiration
NCU03031	tca-13	70.16	mitochondrion
NCU03214	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU03214	None	70.07	endoplasmic reticulum
NCU09216	None	40.10.02.01	anti-apoptosis
NCU02564	cys-12	01.01.09.03.01	biosynthesis of cysteine
NCU01241	mic-2	20.09.04	mitochondrial transport
NCU01241	mic-2	70.16	mitochondrion
NCU03268	None	11.04.01	rRNA processing
NCU07092	cyp450-16	01.20	secondary metabolism
NCU03480	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08947	qcr8	02.11	electron transport and membrane-associated energy conservation
NCU08947	qcr8	02.13.03	aerobic respiration
NCU08947	qcr8	20.01.15	electron transport
NCU08947	qcr8	20.03	transport facilities
NCU08947	qcr8	70.16	mitochondrion
NCU06693	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU03975	None	11.02.03.04	transcriptional control
NCU03975	None	16.03.01	DNA binding
NCU03975	None	70.10	nucleus
NCU09331	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU09521	nup-32	12.01	ribosome biogenesis
NCU09521	nup-32	14.10	assembly of protein complexes
NCU09521	nup-32	16.01	protein binding
NCU09304	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU09304	None	01.20.19.01	metabolism of porphyrins
NCU04637	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU04637	None	43.01.03.05	budding, cell polarity and filament formation
NCU04637	None	70.04	cytoskeleton
NCU09638	pks-5	01.20.05.11	metabolism of polyketides
NCU09638	pks-5	32.05.05	virulence, disease factors
NCU08692	cya-5	12.07	translational control
NCU08692	cya-5	70.16	mitochondrion
NCU09930	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU09419	cyp450-25	01.20	secondary metabolism
NCU09419	cyp450-25	20.01.15	electron transport
NCU00712	erg-14	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism
NCU07361	csn-4	41.01.03	tissue pattern formation
NCU07361	csn-4	70.10	nucleus
NCU09035	None	01.05	C-compound and carbohydrate metabolism
NCU00010	None	16.17.09	heavy metal binding (Cu, Fe, Zn)
NCU00010	None	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)
NCU00010	None	20.03.25	ABC transporters
NCU00010	None	20.09.13	vacuolar/lysosomal transport
NCU00010	None	32.05.01.03.03	inorganic chemical agent resistance (e.g. heavy metals)
NCU00010	None	32.07.05	detoxification by export
NCU00010	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU00010	None	70.25	vacuole or lysosome
NCU05268	chs-6	01.05.09.04	aminosaccharide anabolism
NCU05268	chs-6	42.01	cell wall
NCU00836	gh61-7	01.05	C-compound and carbohydrate metabolism
NCU07761	gsl-12	01.06	lipid, fatty acid and isoprenoid metabolism
NCU07761	gsl-12	43.01.03.05	budding, cell polarity and filament formation
NCU04439	drh-3	11.04.01	rRNA processing
NCU09791	gh55-4	01.05.03	polysaccharide metabolism
NCU09791	gh55-4	01.25.01	extracellular polysaccharide degradation
NCU09791	gh55-4	32.05.05	virulence, disease factors
NCU09791	gh55-4	42.27	extracellular / secretion proteins
NCU03559	ucr-1	02.13.03	aerobic respiration
NCU03559	ucr-1	20.01.15	electron transport
NCU03559	ucr-1	20.03	transport facilities
NCU02017	ada-2	11.02.03.04	transcriptional control
NCU09635	None	01.05	C-compound and carbohydrate metabolism
NCU09635	None	01.20	secondary metabolism
NCU09635	None	16.21.05	FAD/FMN binding
NCU08058	None	01.06.05	fatty acid metabolism
NCU08058	None	02.25	oxidation of fatty acids
NCU00971	crp-22	12.01.01	ribosomal proteins
NCU00971	crp-22	70.03	cytoplasm
NCU10715	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU10715	None	16.09	lipid binding
NCU08728	mrp-16	12.01	ribosome biogenesis
NCU08728	mrp-16	70.16	mitochondrion
NCU08719	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07662	pex7	14.04	protein targeting, sorting and translocation
NCU07662	pex7	20.09.03	peroxisomal transport
NCU00281	gt1-2	01.06.02.02	glycolipid metabolism
NCU07993	lcm-1	14.07	protein modification
NCU01470	vac8	14.04	protein targeting, sorting and translocation
NCU01470	vac8	42.25	vacuole or lysosome
NCU01470	vac8	70.25	vacuole or lysosome
NCU01906	gcy-2	01.05	C-compound and carbohydrate metabolism
NCU09489	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU06788	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU06788	None	43.01.03.05	budding, cell polarity and filament formation
NCU09510	None	01.06.02.01	phospholipid metabolism
NCU09510	None	01.06.02.02	glycolipid metabolism
NCU07669	pco-1	11.02.03.04.01	transcription activation
NCU09278	None	01.05	C-compound and carbohydrate metabolism
NCU03463	vph-1	02.13.03	aerobic respiration
NCU05104	gh7-4	01.05.03	polysaccharide metabolism
NCU00565	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU00565	None	70.16	mitochondrion
NCU02198	None	14.13	protein/peptide degradation
NCU07857	crp-65	12.01.01	ribosomal proteins
NCU07857	crp-65	70.03	cytoplasm
NCU05079	None	20.01.09	peptide transport
NCU05079	None	20.09.18.07	non-vesicular cellular import
NCU03114	rpo-2	11.02.03.04	transcriptional control
NCU03114	rpo-2	70.10	nucleus
NCU01741	sna-1	20.09.07	vesicular transport (Golgi network, etc.)
NCU01741	sna-1	70.08	Golgi
NCU03436	tng	10.03.01	mitotic cell cycle and cell cycle control
NCU03436	tng	30.01	cellular signalling
NCU03436	tng	43.01.03	fungal and other eukaryotic cell type differentiation
NCU03436	tng	43.01.03.05	budding, cell polarity and filament formation
NCU03776	None	32.01	stress response
NCU02997	ce4-2	32.10.07	degradation / modification of foreign (exogenous) polysaccharides
NCU03168	apr-5	14.13	protein/peptide degradation
NCU04001	ff-7	01.05	C-compound and carbohydrate metabolism
NCU06191	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU03306	None	10.03.02	meiosis
NCU03306	None	42.04	cytoskeleton/structural proteins
NCU08295	None	11.04.02	tRNA processing
NCU08295	None	16.03.03	RNA binding
NCU00301	None	11.02.03.04	transcriptional control
NCU00301	None	70.10	nucleus
NCU06028	qa-1F	11.02.03.04.01	transcription activation
NCU06028	qa-1F	16.03.01	DNA binding
NCU02842	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU01235	msp-10	11.02.03	mRNA synthesis
NCU01235	msp-10	11.04.03.01	splicing
NCU00891	None	01.05	C-compound and carbohydrate metabolism
NCU00891	None	16.17.09	heavy metal binding (Cu, Fe, Zn)
NCU04387	vma-7	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU04387	vma-7	20.03.22	transport ATPases
NCU04387	vma-7	20.09.13	vacuolar/lysosomal transport
NCU04387	vma-7	34.01.01.03	homeostasis of protons
NCU04387	vma-7	70.25	vacuole or lysosome
NCU02396	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU02396	None	42.16	mitochondrion
NCU07024	os-2	32.01.03	osmotic and salt stress response
NCU07024	os-2	34.11.03.13	osmosensing  and response
NCU06949	spr-6	14.13	protein/peptide degradation
NCU07478	mic-25	20.09.04	mitochondrial transport
NCU07478	mic-25	70.16	mitochondrion
NCU04265	inv	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU09747	vma-16	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU09747	vma-16	20.01.15	electron transport
NCU09747	vma-16	20.03.01.01	ion channels
NCU09747	vma-16	20.03.22	transport ATPases
NCU09747	vma-16	20.09.13	vacuolar/lysosomal transport
NCU09747	vma-16	34.01.01.03	homeostasis of protons
NCU09747	vma-16	34.11.03.13	osmosensing  and response
NCU09747	vma-16	70.25	vacuole or lysosome
NCU10732	mic-33	20.01.03	C-compound and carbohydrate transport
NCU10732	mic-33	70.16	mitochondrion
NCU09741	None	01.05.11.07.01	aerobic aromate catabolism
NCU09741	None	16.21.05	FAD/FMN binding
NCU09741	None	20.01.15	electron transport
NCU09741	None	70.02	eukaryotic plasma membrane / membrane attached
NCU03493	het-c	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU03493	het-c	43.01.03	fungal and other eukaryotic cell type differentiation
NCU07864	None	40.01	cell growth / morphogenesis
NCU11288	None	14.13	protein/peptide degradation
NCU08909	gh72-5	43.01.03	fungal and other eukaryotic cell type differentiation
NCU08909	gh72-5	43.01.03.05	budding, cell polarity and filament formation
NCU08909	gh72-5	70.02	eukaryotic plasma membrane / membrane attached
NCU01255	None	70.16	mitochondrion
NCU09698	None	20.01.23	allantoin and allantoate transport
NCU09698	None	20.01.25	vitamine/cofactor transport
NCU09698	None	20.03	transport facilities
NCU09698	None	20.09.18.07	non-vesicular cellular import
NCU00168	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU09673	ap2-3	20.09.07	vesicular transport (Golgi network, etc.)
NCU07347	gh17-2	01.05.03	polysaccharide metabolism
NCU07347	gh17-2	42.01	cell wall
NCU04087	None	14.01	protein folding and stabilization
NCU04087	None	32.01	stress response
NCU00979	crp-71	12.01.01	ribosomal proteins
NCU06721	None	12.04.03	translation termination
NCU06721	None	70.16	mitochondrion
NCU06371	None	11.04.01	rRNA processing
NCU06371	None	11.04.03.01	splicing
NCU06371	None	12.07	translational control
NCU06371	None	70.16	mitochondrion
NCU00831	scp	14.07.11	protein processing (proteolytic)
NCU02591	None	20.01.03	C-compound and carbohydrate transport
NCU02591	None	20.03.02.02.01	proton driven symporter
NCU02591	None	70.02	eukaryotic plasma membrane / membrane attached
NCU08412	None	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU03127	ure-4	01.01.05.03	metabolism of urea (urea cycle)
NCU05290	pyr-2	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU01367	None	11.02.01	rRNA synthesis
NCU02544	None	20.03.25	ABC transporters
NCU00008	gsl-4	01.06	lipid, fatty acid and isoprenoid metabolism
NCU00008	gsl-4	20.09.07.03	ER to Golgi transport
NCU00008	gsl-4	40.20	cell aging
NCU00008	gsl-4	70.07	endoplasmic reticulum
NCU01376	pho-2	01.04	phosphate metabolism
NCU01376	pho-2	01.06	lipid, fatty acid and isoprenoid metabolism
NCU01376	pho-2	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU05772	tom6	20.09.04	mitochondrial transport
NCU05772	tom6	70.16	mitochondrion
NCU08734	None	14.13	protein/peptide degradation
NCU06792	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU07204	None	14.01	protein folding and stabilization
NCU07204	None	32.01	stress response
NCU02954	lys-7	01.01.11.02.01	biosynthesis of isoleucine
NCU02954	lys-7	01.01.11.03.01	biosynthesis of valine
NCU02954	lys-7	01.01.11.04.01	biosynthesis of leucine
NCU08380	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU08380	None	32.01.03	osmotic and salt stress response
NCU05517	None	10.01.03	DNA synthesis and replication
NCU05517	None	10.01.05.01	DNA repair
NCU05517	None	16.03.01	DNA binding
NCU05517	None	70.16	mitochondrion
NCU01147	None	01.20	secondary metabolism
NCU00664	msp-7	11.04.03.01	splicing
NCU09132	tba-1	10.03.05.01	spindle pole body/centrosome and microtubule cycle
NCU09132	tba-1	16.19.05	GTP binding
NCU09132	tba-1	42.04.05	microtubule cytoskeleton
NCU09132	tba-1	70.04.05	microtubule cytoskeleton
NCU05544	None	01.05	C-compound and carbohydrate metabolism
NCU05544	None	16.01	protein binding
NCU05544	None	70.07	endoplasmic reticulum
NCU03188	alo-1	01.05	C-compound and carbohydrate metabolism
NCU03188	alo-1	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU03188	alo-1	32.05.05	virulence, disease factors
NCU04610	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU05119	None	14.10	assembly of protein complexes
NCU05119	None	70.16	mitochondrion
NCU01771	rad57	10.01.05	DNA recombination and DNA repair
NCU04003	None	20.09.07.03	ER to Golgi transport
NCU02924	None	01.05	C-compound and carbohydrate metabolism
NCU02924	None	32.07.03	detoxification by modification
NCU06922	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU06922	None	20.09.16.02	Type II protein secretion system (general secretory pathway, exocytosis)
NCU06922	None	70.02	eukaryotic plasma membrane / membrane attached
NCU06346	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06346	None	20.01.13	lipid/fatty acid transport
NCU05855	None	01.20	secondary metabolism
NCU04334	None	14.01	protein folding and stabilization
NCU04334	None	32.01	stress response
NCU04334	None	70.16	mitochondrion
NCU00437	None	01.01.09.06.02	degradation of tryptophan
NCU00437	None	01.02	nitrogen, sulfur and selenium metabolism
NCU05287	mrp-20	12.01.01	ribosomal proteins
NCU05287	mrp-20	70.16	mitochondrion
NCU07188	rib-4	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU07617	acon-3	11.02.03.04	transcriptional control
NCU05537	None	01.01.09.05.02	degradation of tyrosine
NCU16329	None	11.02.03.04.03	transcription repression
NCU16329	None	70.10	nucleus
NCU06113	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU04817	None	01.20.19.01	metabolism of porphyrins
NCU04817	None	14.10	assembly of protein complexes
NCU04817	None	70.16.05	mitochondrial inner membrane
NCU08031	None	11.02.03.01	general transcription activities
NCU03882	dyn-2	10.03.05.01	spindle pole body/centrosome and microtubule cycle
NCU01245	None	11.02.02	tRNA synthesis
NCU06483	None	10.01.03	DNA synthesis and replication
NCU06483	None	10.03.01	mitotic cell cycle and cell cycle control
NCU06483	None	43.01.03.05	budding, cell polarity and filament formation
NCU04264	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU04264	None	43.01.03.09	development of asco- basidio- or zygospore
NCU08427	dra-5	10.01.03	DNA synthesis and replication
NCU08427	dra-5	10.01.05	DNA recombination and DNA repair
NCU07931	None	01.05	C-compound and carbohydrate metabolism
NCU09183	kyn-1	01.01.09.06.02	degradation of tryptophan
NCU09183	kyn-1	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU07057	mrp-32	12.01.01	ribosomal proteins
NCU07057	mrp-32	70.16	mitochondrion
NCU03527	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07062	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU00463	kyn-2	01.01.09.06.02	degradation of tryptophan
NCU00463	kyn-2	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU03897	None	10.03.01	mitotic cell cycle and cell cycle control
NCU03897	None	70.07	endoplasmic reticulum
NCU03897	None	70.10	nucleus
NCU10058	None	01.05.02.04	sugar, glucoside, polyol and carboxylate anabolism
NCU10058	None	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU10058	None	01.05.09.04	aminosaccharide anabolism
NCU10058	None	01.05.09.07	aminosaccharide catabolism
NCU10058	None	02.01	glycolysis and gluconeogenesis
NCU10058	None	02.07	pentose-phosphate pathway
NCU10058	None	02.19	metabolism of energy reserves (e.g. glycogen, trehalose)
NCU02223	None	11.02.03.01	general transcription activities
NCU02223	None	11.02.03.04	transcriptional control
NCU09138	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU09138	None	02.25	oxidation of fatty acids
NCU09138	None	42.01	cell wall
NCU04870	ce1-1	01.05.03	polysaccharide metabolism
NCU04870	ce1-1	01.25.07	extracellular ester compound degradation
NCU06202	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU06202	None	30.01	cellular signalling
NCU06202	None	42.04.03	actin cytoskeleton
NCU06047	crp-9	12.01.01	ribosomal proteins
NCU06047	crp-9	70.03	cytoplasm
NCU00258	crp-15	12.01.01	ribosomal proteins
NCU00258	crp-15	70.03	cytoplasm
NCU02126	None	01.01.11.04.02	degradation of leucine
NCU02126	None	70.16	mitochondrion
NCU04754	ilv-6	01.01	amino acid metabolism
NCU03379	None	10.03.01	mitotic cell cycle and cell cycle control
NCU03770	gh76-7	43.01.03	fungal and other eukaryotic cell type differentiation
NCU03770	gh76-7	43.01.03.05	budding, cell polarity and filament formation
NCU01514	mic-3	20.01.03	C-compound and carbohydrate transport
NCU01514	mic-3	20.03	transport facilities
NCU01514	mic-3	70.16	mitochondrion
NCU01595	None	11.02.01	rRNA synthesis
NCU01595	None	11.04.01	rRNA processing
NCU00388	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02913	None	11.02.03.04	transcriptional control
NCU06179	stk-5	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU06179	stk-5	30.01	cellular signalling
NCU04095	None	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
