OldLocus	OldGeneID	NewGeneID	NewLocus	PathwayID	PathwayName	URL
NCU05924.5	7000006085086833	7000007580570005	NCU05924.7	PWY2T-10	xylan degradation
NCU04020.5	7000006085024199	7000007580566785	NCU04020.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU04044.5	7000006085023715	7000007580586148	NCU04044.7	PWY-4302	aerobic respiration -- electron donor III
NCU04044.5	7000006085023715	7000007580586148	NCU04044.7	PWY2T-14	aerobic xylose fermentation
NCU04044.5	7000006085023715	7000007580586148	NCU04044.7	PWY2T-15	aerobic xylose fermentation
NCU04044.5	7000006085023715	7000007580586148	NCU04044.7	PWY2T-2574	aerobic respiration
NCU04044.5	7000006085023715	7000007580586148	NCU04044.7	PWY-3781	aerobic respiration -- electron donor II
NCU04044.5	7000006085023715	7000007580586148	NCU04044.7	PWY2T-21	redox potential pathway
NCU04048.5	7000006085023696	7000007580560326	NCU04048.7	SALVADEHYPOX-PWY	salvage pathways of adenine, hypoxanthine, and their nucleosides
NCU04074.5	7000006085078088	7000007580581080	NCU04074.7	PWY-4302	aerobic respiration -- electron donor III
NCU04074.5	7000006085078088	7000007580581080	NCU04074.7	PWY2T-14	aerobic xylose fermentation
NCU04074.5	7000006085078088	7000007580581080	NCU04074.7	PWY2T-15	aerobic xylose fermentation
NCU04074.5	7000006085078088	7000007580581080	NCU04074.7	PWY2T-2574	aerobic respiration
NCU04074.5	7000006085078088	7000007580581080	NCU04074.7	PWY-3781	aerobic respiration -- electron donor II
NCU04074.5	7000006085078088	7000007580581080	NCU04074.7	PWY2T-21	redox potential pathway
NCU04118.5	7000006085003653	7000007580576436	NCU04118.7	HOMOSERSYN-PWY	homoserine biosynthesis
NCU04202.5	7000006084993701	7000007580542514	NCU04202.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU04202.5	7000006084993701	7000007580542514	NCU04202.7	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU04202.5	7000006084993701	7000007580542514	NCU04202.7	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU04202.5	7000006084993701	7000007580542514	NCU04202.7	PWY-5687	pyrimidine ribonucleotides interconversion
NCU04216.5	7000006084993967	7000007580557695	NCU04216.7	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
NCU04221.5	7000006084996033	7000007580576657	NCU04221.7	PWY0-1182	trehalose degradation II (trehalase)
NCU04230.5	7000006084996357	7000007580554023	NCU04230.7	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU04237.5	7000006084999255	7000007580560973	NCU04237.7	COA-PWY	coenzyme A biosynthesis
NCU04251.5	7000006085001367	7000007580576423	NCU04251.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04265.5	7000006085003782	7000007580573669	NCU04265.7	PWY-621-1	sucrose degradation III
NCU04277.5	7000006085004129	7000007580581948	NCU04277.7	HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine
NCU04280.5	7000006085005228	7000007580570870	NCU04280.7	PWY0-42	2-methylcitrate cycle I
NCU04289.5	7000006085005673	7000007580542859	NCU04289.7	PWY4FS-6	phosphatidylethanolamine biosynthesis II
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	PWY-5078	isoleucine degradation II
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	ILEUDEG-PWY	isoleucine degradation I
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	PWY-5076	leucine degradation III
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	LEUSYN-PWY	leucine biosynthesis
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	LEU-DEG2-PWY	leucine degradation I
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	PWY-5057	valine degradation II
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	VALSYN-PWY	valine biosynthesis
NCU04292.5	7000006085005776	7000007580557813	NCU04292.7	VALDEG-PWY	valine degradation I
NCU04323.5	7000006085009244	7000007580579259	NCU04323.7	PWY-5686	uridine-5'-phosphate biosynthesis
NCU04339.5	7000006085019744	7000007580570412	NCU04339.7	RIBOKIN-PWY	ribose degradation
NCU04350.5	7000006085019680	7000007580549714	NCU04350.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04352.5	7000006085019187	7000007580537760	NCU04352.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04355.5	7000006085019166	7000007580573552	NCU04355.7	PWY-6352	3-phosphoinositide biosynthesis
NCU04380.5	7000006085018079	7000007580564153	NCU04380.7	PWY2T-2575	linoleate biosynthesis II (neurospora)
NCU04380.5	7000006085018079	7000007580564153	NCU04380.7	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU04380.5	7000006085018079	7000007580564153	NCU04380.7	FAO-PWY	fatty acid &beta;-oxidation I
NCU04380.5	7000006085018079	7000007580564153	NCU04380.7	PWY-5136-1	fatty acid &beta;-oxidation II (core pathway)
NCU04380.5	7000006085018079	7000007580564153	NCU04380.7	PWY-5143	fatty acid activation
NCU04380.5	7000006085018079	7000007580564153	NCU04380.7	PWY-5972	stearate biosynthesis I (animals)
NCU04385.5	7000006085018057	7000007580583866	NCU04385.7	LEUSYN-PWY	leucine biosynthesis
NCU04387.5	7000006085018047	7000007580557082	NCU04387.7	PWY2T-14	aerobic xylose fermentation
NCU04387.5	7000006085018047	7000007580557082	NCU04387.7	PWY2T-15	aerobic xylose fermentation
NCU04387.5	7000006085018047	7000007580557082	NCU04387.7	PWY2T-2574	aerobic respiration
NCU04411.5	7000006085021207	7000007580573346	NCU04411.7	TRPSYN-PWY	tryptophan biosynthesis
NCU04442.5	7000006085020174	7000007580564115	NCU04442.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU04449.5	7000006085019676	7000007580549776	NCU04449.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU04460.5	7000006085019619	7000007580567236	NCU04460.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU04474.5	7000006085019072	7000007580586488	NCU04474.7	PWY-5326	sulfite oxidation IV
NCU04510.5	7000006085015873	7000007580564059	NCU04510.7	PWY-5515	L-arabinose degradation II
NCU04579.5	7000006084965272	7000007580542602	NCU04579.7	VALSYN-PWY	valine biosynthesis
NCU04579.5	7000006084965272	7000007580542602	NCU04579.7	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU04623.5	7000006084984134	7000007580567530	NCU04623.7	BGALACT-PWY	lactose degradation III
NCU04636.5	7000006084983522	7000007580538234	NCU04636.7	PWY0-1021	alanine biosynthesis III
NCU04642.5	7000006084983263	7000007580579550	NCU04642.7	SALVADEHYPOX-PWY	salvage pathways of adenine, hypoxanthine, and their nucleosides
NCU04648.5	7000006084980349	7000007580546241	NCU04648.7	PYRIDNUCSAL-PWY	NAD salvage pathway I
NCU04648.5	7000006084980349	7000007580546241	NCU04648.7	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NCU04720.5	7000006085082619	7000007580560112	NCU04720.7	PWY-723	alkylnitronates degradation
NCU04720.5	7000006085082619	7000007580560112	NCU04720.7	PWY-5675-1	nitrate reduction V (assimilatory)
NCU04721.5	7000006085082652	7000007580553325	NCU04721.7	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU04721.5	7000006085082652	7000007580553325	NCU04721.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU04721.5	7000006085082652	7000007580553325	NCU04721.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU04725.5	7000006085082763	7000007580537492	NCU04725.7	GLUAMCAT-PWY	<i>N</i>-acetylglucosamine degradation I
NCU04727.5	7000006085082812	7000007580570040	NCU04727.7	GLUAMCAT-PWY	<i>N</i>-acetylglucosamine degradation I
NCU04728.5	7000006085082827	7000007580581059	NCU04728.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04728.5	7000006085082827	7000007580581059	NCU04728.7	PWY-621-1	sucrose degradation III
NCU04754.5	7000006085081133	7000007580583685	NCU04754.7	PWY-5057	valine degradation II
NCU04754.5	7000006085081133	7000007580583685	NCU04754.7	VALSYN-PWY	valine biosynthesis
NCU04754.5	7000006085081133	7000007580583685	NCU04754.7	VALDEG-PWY	valine degradation I
NCU04796.5	7000006085084112	7000007580583736	NCU04796.7	FAO-PWY	fatty acid &beta;-oxidation I
NCU04796.5	7000006085084112	7000007580583736	NCU04796.7	PWY-5136-1	fatty acid &beta;-oxidation II (core pathway)
NCU04797.5	7000006085084134	7000007580560361	NCU04797.7	PWY-5484	glycolysis II
NCU04797.5	7000006085084134	7000007580560361	NCU04797.7	GLUCONEO-PWY	gluconeogenesis I
NCU04797.5	7000006085084134	7000007580560361	NCU04797.7	GLYCOLYSIS-1	glycolysis I
NCU04815.5	7000006085082250	7000007580541491	NCU04815.7	PWY-5386	methylglyoxal degradation I
NCU04854.5	7000006085012689	7000007580573380	NCU04854.7	PWY2T-7	cellulose degradation
NCU04854.5	7000006085012689	7000007580573380	NCU04854.7	PWY-6788	cellulose degradation II (fungi)
NCU04854.5	7000006085012689	7000007580573380	NCU04854.7	PWY2T-42	cellulose degradation III (neurospora)
NCU04856.5	7000006085012773	7000007580579014	NCU04856.7	GLNSYN-PWY	glutamine biosynthesis I
NCU04856.5	7000006085012773	7000007580579014	NCU04856.7	PWY-5675-1	nitrate reduction V (assimilatory)
NCU04899.5	7000006085018182	7000007580557215	NCU04899.7	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU04899.5	7000006085018182	7000007580557215	NCU04899.7	MALATE-ASPARTATE-SHUTTLE-PWY	aspartate degradation II
NCU04899.5	7000006085018182	7000007580557215	NCU04899.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU04899.5	7000006085018182	7000007580557215	NCU04899.7	FERMENTATION-PWY	mixed acid fermentation
NCU04899.5	7000006085018182	7000007580557215	NCU04899.7	GLUCONEO-PWY	gluconeogenesis I
NCU04944.5	7000006085023114	7000007580584170	NCU04944.7	THISYNARA-PWY	thiamine biosynthesis II
NCU04944.5	7000006085023114	7000007580584170	NCU04944.7	PWY3O-17	thiamine biosynthesis
NCU04952.5	7000006085023366	7000007580553769	NCU04952.7	PWY2T-7	cellulose degradation
NCU04952.5	7000006085023366	7000007580553769	NCU04952.7	PWY-6788	cellulose degradation II (fungi)
NCU04952.5	7000006085023366	7000007580553769	NCU04952.7	PWY2T-42	cellulose degradation III (neurospora)
NCU04997.5	7000006085086674	7000007580580943	NCU04997.7	PWY2T-10	xylan degradation
NCU05009.5	7000006085086036	7000007580553301	NCU05009.7	PWY-4302	aerobic respiration -- electron donor III
NCU05009.5	7000006085086036	7000007580553301	NCU05009.7	PWY2T-14	aerobic xylose fermentation
NCU05009.5	7000006085086036	7000007580553301	NCU05009.7	PWY2T-15	aerobic xylose fermentation
NCU05009.5	7000006085086036	7000007580553301	NCU05009.7	PWY2T-2574	aerobic respiration
NCU05009.5	7000006085086036	7000007580553301	NCU05009.7	PWY-3781	aerobic respiration -- electron donor II
NCU05009.5	7000006085086036	7000007580553301	NCU05009.7	PWY2T-21	redox potential pathway
NCU05041.5	7000006085088073	7000007580549510	NCU05041.7	TRESYN-PWY	trehalose biosynthesis I
NCU05057.5	7000006085087513	7000007580570001	NCU05057.7	PWY2T-7	cellulose degradation
NCU05057.5	7000006085087513	7000007580570001	NCU05057.7	PWY-6788	cellulose degradation II (fungi)
NCU05057.5	7000006085087513	7000007580570001	NCU05057.7	PWY2T-42	cellulose degradation III (neurospora)
NCU05095.5	7000006085086531	7000007580563534	NCU05095.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU05098.5	7000006085086493	7000007580586081	NCU05098.7	PWY-5669	phosphatidylethanolamine biosynthesis I
NCU05118.5	7000006085085401	7000007580537499	NCU05118.7	PWY2T-14	aerobic xylose fermentation
NCU05118.5	7000006085085401	7000007580537499	NCU05118.7	PWY2T-15	aerobic xylose fermentation
NCU05118.5	7000006085085401	7000007580537499	NCU05118.7	PWY2T-2574	aerobic respiration
NCU05121.5	7000006085085361	7000007580537563	NCU05121.7	PWY2T-7	cellulose degradation
NCU05121.5	7000006085085361	7000007580537563	NCU05121.7	PWY-6788	cellulose degradation II (fungi)
NCU05121.5	7000006085085361	7000007580537563	NCU05121.7	PWY2T-42	cellulose degradation III (neurospora)
NCU05129.5	7000006085084833	7000007580580963	NCU05129.7	TRPSYN-PWY	tryptophan biosynthesis
NCU05133.5	7000006085084787	7000007580549416	NCU05133.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU05169.5	7000006085022628	7000007580560677	NCU05169.7	DETOX1-PWY	superoxide radicals degradation
NCU05169.5	7000006085022628	7000007580560677	NCU05169.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU05224.5	7000006085021080	7000007580549996	NCU05224.7	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU05238.5	7000006085020555	7000007580583928	NCU05238.7	SO4ASSIM-PWY	sulfate reduction I (assimilatory)
NCU05238.5	7000006085020555	7000007580583928	NCU05238.7	SO4ASSIM-PWY-1	sulfate reduction I (assimilatory) - variant
NCU05239.5	7000006085020551	7000007580576079	NCU05239.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU05252.5	7000006085023257	7000007580546143	NCU05252.7	PWY-5905	hypusine biosynthesis
NCU05254.5	7000006085023249	7000007580560828	NCU05254.7	PWY0-662	PRPP biosynthesis I
NCU05259.5	7000006085023228	7000007580567402	NCU05259.7	PWY-5996	oleate biosynthesis II (neurospora)
NCU05259.5	7000006085023228	7000007580567402	NCU05259.7	PWY-5366	palmitoleate biosynthesis II
NCU05268.5	7000006085022916	7000007580567444	NCU05268.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU05290.5	7000006085022518	7000007580584033	NCU05290.7	PWY-5686	uridine-5'-phosphate biosynthesis
NCU05298.5	7000006085022210	7000007580567503	NCU05298.7	PWY-5675-1	nitrate reduction V (assimilatory)
NCU05410.5	7000006085098366	7000007580583364	NCU05410.7	GLUTORN-PWY	ornithine biosynthesis
NCU05410.5	7000006085098366	7000007580583364	NCU05410.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU05418.5	7000006085098393	7000007580566407	NCU05418.7	PWY-5905	hypusine biosynthesis
NCU05419.5	7000006085098397	7000007580575223	NCU05419.7	LEU-DEG2-PWY	leucine degradation I
NCU05420.5	7000006085098401	7000007580559808	NCU05420.7	ARO-PWY	chorismate biosynthesis I
NCU05425.5	7000006085099076	7000007580588206	NCU05425.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU05425.5	7000006085099076	7000007580588206	NCU05425.7	PWY-5084	2-ketoglutarate dehydrogenase complex
NCU05429.5	7000006085099087	7000007580566614	NCU05429.7	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
NCU05430.5	7000006085099107	7000007580585904	NCU05430.7	PWY2T-14	aerobic xylose fermentation
NCU05430.5	7000006085099107	7000007580585904	NCU05430.7	PWY2T-15	aerobic xylose fermentation
NCU05430.5	7000006085099107	7000007580585904	NCU05430.7	PWY2T-2574	aerobic respiration
NCU05454.5	7000006085088313	7000007580545411	NCU05454.7	PWY0-381	glycerol degradation I
NCU05499.5	7000006085024149	7000007580569967	NCU05499.7	TYRFUMCAT-PWY	tyrosine degradation I
NCU05516.5	7000006085023670	7000007580572817	NCU05516.7	PWY0-1264	biotin-carboxyl carrier protein assembly
NCU05526.5	7000006085077957	7000007580545509	NCU05526.7	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU05537.5	7000006085077814	7000007580583695	NCU05537.7	TYRFUMCAT-PWY	tyrosine degradation I
NCU05548.5	7000006085076973	7000007580560101	NCU05548.7	PWY-6164	3-dehydroquinate biosynthesis I
NCU05548.5	7000006085076973	7000007580560101	NCU05548.7	ARO-PWY	chorismate biosynthesis I
NCU05558.5	7000006085024441	7000007580569928	NCU05558.7	FAO-PWY	fatty acid &beta;-oxidation I
NCU05558.5	7000006085024441	7000007580569928	NCU05558.7	PWY-5136-1	fatty acid &beta;-oxidation II (core pathway)
NCU05642.5	7000006085084703	7000007580560335	NCU05642.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU05683.5	7000006085209373	7000007580539103	NCU05683.7	VALSYN-PWY	valine biosynthesis
NCU05689.5	7000006085209440	7000007580567996	NCU05689.7	PWY2T-14	aerobic xylose fermentation
NCU05689.5	7000006085209440	7000007580567996	NCU05689.7	PWY2T-15	aerobic xylose fermentation
NCU05689.5	7000006085209440	7000007580567996	NCU05689.7	PWY2T-2574	aerobic respiration
NCU05689.5	7000006085209440	7000007580567996	NCU05689.7	PWY-3781	aerobic respiration -- electron donor II
NCU05689.5	7000006085209440	7000007580567996	NCU05689.7	PWY2T-21	redox potential pathway
NCU05700.5	7000006085196352	7000007580550910	NCU05700.7	PWY-5656	mannosylglycerate biosynthesis I
NCU05708.5	7000006085196384	7000007580561408	NCU05708.7	PWY-5418	phenol degradation I (aerobic)
NCU05770.5	7000006085099837	7000007580555437	NCU05770.7	DETOX1-PWY	superoxide radicals degradation
NCU05770.5	7000006085099837	7000007580555437	NCU05770.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU05805.5	7000006085101540	7000007580547530	NCU05805.7	PWY-2161	folate polyglutamylation I
NCU05805.5	7000006085101540	7000007580547530	NCU05805.7	GLYSYN-PWY	glycine biosynthesis I
NCU05805.5	7000006085101540	7000007580547530	NCU05805.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU05805.5	7000006085101540	7000007580547530	NCU05805.7	PWY-3841	formylTHF biosynthesis II
NCU05805.5	7000006085101540	7000007580547530	NCU05805.7	PWY-2201	folate transformations
NCU05805.5	7000006085101540	7000007580547530	NCU05805.7	1CMET2-PWY	formylTHF biosynthesis I
NCU05807.5	7000006085101537	7000007580551763	NCU05807.7	PYRIDNUCSAL-PWY	NAD salvage pathway I
NCU05816.5	7000006085100417	7000007580558781	NCU05816.7	PWY2T-14	aerobic xylose fermentation
NCU05816.5	7000006085100417	7000007580558781	NCU05816.7	PWY2T-15	aerobic xylose fermentation
NCU05816.5	7000006085100417	7000007580558781	NCU05816.7	PWY2T-2574	aerobic respiration
NCU05816.5	7000006085100417	7000007580558781	NCU05816.7	PWY-3781	aerobic respiration -- electron donor II
NCU05816.5	7000006085100417	7000007580558781	NCU05816.7	PWY2T-21	redox potential pathway
NCU05956.5	7000006085085673	7000007580545735	NCU05956.7	BGALACT-PWY	lactose degradation III
NCU05982.5	7000006085077721	7000007580573022	NCU05982.7	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU05982.5	7000006085077721	7000007580573022	NCU05982.7	PWY-5870	ubiquinone-8 biosynthesis (eukaryotic)
NCU05982.5	7000006085077721	7000007580573022	NCU05982.7	PWY-5871	ubiquinone-9 biosynthesis (eukaryotic)
NCU05982.5	7000006085077721	7000007580573022	NCU05982.7	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
NCU05982.5	7000006085077721	7000007580573022	NCU05982.7	PWY-5873	ubiquinone-7 biosynthesis (eukaryotic)
NCU05983.5	7000006085077713	7000007580583764	NCU05983.7	PWY-6168	flavin biosynthesis III (fungi)
NCU05985.5	7000006085077688	7000007580570121	NCU05985.7	TRIGLSYN-PWY	triacylglycerol biosynthesis
NCU05985.5	7000006085077688	7000007580570121	NCU05985.7	PWY-5667	CDP-diacylglycerol biosynthesis I
NCU05991.5	7000006085077593	7000007580563571	NCU05991.7	PWY-6074	zymosterol biosynthesis
NCU06005.5	7000006085024596	7000007580563519	NCU06005.7	PWY0-381	glycerol degradation I
NCU06005.5	7000006085024596	7000007580563519	NCU06005.7	PWY-4261	glycerol degradation IV
NCU06023.5	7000006085100309	7000007580562158	NCU06023.7	ARO-PWY	chorismate biosynthesis I
NCU06023.5	7000006085100309	7000007580562158	NCU06023.7	PWY-6416	quinate degradation II
NCU06024.5	7000006085100312	7000007580551592	NCU06024.7	PWY-6416	quinate degradation II
NCU06025.5	7000006085100315	7000007580548074	NCU06025.7	PWY-6416	quinate degradation II
NCU06054.5	7000006085101365	7000007580568470	NCU06054.7	PWY-5670	epoxysqualene biosynthesis
NCU06075.5	7000006085101456	7000007580555310	NCU06075.7	PWY2T-1450	xylose fermentation
NCU06075.5	7000006085101456	7000007580555310	NCU06075.7	PWY-5484	glycolysis II
NCU06075.5	7000006085101456	7000007580555310	NCU06075.7	FERMENTATION-PWY	mixed acid fermentation
NCU06075.5	7000006085101456	7000007580555310	NCU06075.7	GLYCOLYSIS-1	glycolysis I
NCU06142.5	7000006085102524	7000007580543705	NCU06142.7	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
NCU06142.5	7000006085102524	7000007580543705	NCU06142.7	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU06187.5	7000006085197956	7000007580554964	NCU06187.7	PWY-6124	inosine-5'-phosphate biosynthesis II
NCU06187.5	7000006085197956	7000007580554964	NCU06187.7	PWY-841	purine nucleotides <i>de novo</i> biosynthesis II
NCU06187.5	7000006085197956	7000007580554964	NCU06187.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU06189.5	7000006085198011	7000007580554745	NCU06189.7	PWY-5189	tetrapyrrole biosynthesis II
NCU06191.5	7000006085198077	7000007580547065	NCU06191.7	GLUTATHIONESYN-PWY	glutathione biosynthesis
NCU06194.5	7000006085198144	7000007580558255	NCU06194.7	TRIGLSYN-PWY	triacylglycerol biosynthesis
NCU06194.5	7000006085198144	7000007580558255	NCU06194.7	PWY-5667	CDP-diacylglycerol biosynthesis I
NCU06211.5	7000006085202633	7000007580568312	NCU06211.7	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU06211.5	7000006085202633	7000007580568312	NCU06211.7	MALATE-ASPARTATE-SHUTTLE-PWY	aspartate degradation II
NCU06211.5	7000006085202633	7000007580568312	NCU06211.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU06211.5	7000006085202633	7000007580568312	NCU06211.7	FERMENTATION-PWY	mixed acid fermentation
NCU06211.5	7000006085202633	7000007580568312	NCU06211.7	GLUCONEO-PWY	gluconeogenesis I
NCU06232.5	7000006085205094	7000007580574205	NCU06232.7	LEUSYN-PWY	leucine biosynthesis
NCU06261.5	7000006085196652	7000007580582220	NCU06261.7	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU06342.5	7000006085019024	7000007580573393	NCU06342.7	LIPASYN-PWY	phospholipases
NCU06342.5	7000006085019024	7000007580573393	NCU06342.7	PWY-3561	choline biosynthesis III
NCU06348.5	7000006085018996	7000007580560824	NCU06348.7	PWY-2301	<i>myo</i>-inositol biosynthesis
NCU06353.5	7000006085018477	7000007580567049	NCU06353.7	PWY-3841	formylTHF biosynthesis II
NCU06353.5	7000006085018477	7000007580567049	NCU06353.7	PWY-2201	folate transformations
NCU06360.5	7000006085018450	7000007580541992	NCU06360.7	HISTSYN-PWY	histidine biosynthesis
NCU06386.5	7000006085015611	7000007580570208	NCU06386.7	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
NCU06402.5	7000006085013841	7000007580586632	NCU06402.7	PWY-6074	zymosterol biosynthesis
NCU06419.5	7000006085204761	7000007580564809	NCU06419.7	PWY2T-39	cell wall integrity signaling pathway
NCU06448.5	7000006085209743	7000007580547381	NCU06448.7	FAO-PWY	fatty acid &beta;-oxidation I
NCU06448.5	7000006085209743	7000007580547381	NCU06448.7	PWY-5136-1	fatty acid &beta;-oxidation II (core pathway)
NCU06448.5	7000006085209743	7000007580547381	NCU06448.7	VALDEG-PWY	valine degradation I
NCU06448.5	7000006085209743	7000007580547381	NCU06448.7	PWY-5177	glutaryl-CoA degradation
NCU06448.5	7000006085209743	7000007580547381	NCU06448.7	ILEUDEG-PWY	isoleucine degradation I
NCU06452.5	7000006085209834	7000007580558282	NCU06452.7	CYSTSYN-PWY	cysteine biosynthesis I
NCU06452.5	7000006085209834	7000007580558282	NCU06452.7	PWY2T-24	cysteine and methionine metabolism
NCU06457.5	7000006085196486	7000007580574077	NCU06457.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU06460.5	7000006085196493	7000007580543313	NCU06460.7	THISYNARA-PWY	thiamine biosynthesis II
NCU06460.5	7000006085196493	7000007580543313	NCU06460.7	PWY3O-17	thiamine biosynthesis
NCU06465.5	7000006085196513	7000007580579694	NCU06465.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU06465.5	7000006085196513	7000007580579694	NCU06465.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU06471.5	7000006085196584	7000007580574134	NCU06471.7	ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)
NCU06471.5	7000006085196584	7000007580574134	NCU06471.7	PROSYN-PWY	proline biosynthesis I
NCU06482.5	7000006085196641	7000007580571182	NCU06482.7	PWY2T-15	aerobic xylose fermentation
NCU06482.5	7000006085196641	7000007580571182	NCU06482.7	PWY2T-1450	xylose fermentation
NCU06482.5	7000006085196641	7000007580571182	NCU06482.7	PYRUVDEHYD-PWY	acetyl-CoA biosynthesis (from pyruvate)
NCU06512.5	7000006085197488	7000007580568003	NCU06512.7	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
NCU06512.5	7000006085197488	7000007580568003	NCU06512.7	PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I
NCU06512.5	7000006085197488	7000007580568003	NCU06512.7	HSERMETANA-PWY	methionine biosynthesis III
NCU06512.5	7000006085197488	7000007580568003	NCU06512.7	PWY2T-24	cysteine and methionine metabolism
NCU06532.5	7000006085023175	7000007580553534	NCU06532.7	PWY-5686	uridine-5'-phosphate biosynthesis
NCU06543.5	7000006085023437	7000007580560620	NCU06543.7	ILEUDEG-PWY	isoleucine degradation I
NCU06543.5	7000006085023437	7000007580560620	NCU06543.7	VALDEG-PWY	valine degradation I
NCU06606.5	7000006085016993	7000007580578845	NCU06606.7	PWY2T-14	aerobic xylose fermentation
NCU06606.5	7000006085016993	7000007580578845	NCU06606.7	PWY2T-15	aerobic xylose fermentation
NCU06606.5	7000006085016993	7000007580578845	NCU06606.7	PWY2T-2574	aerobic respiration
NCU06606.5	7000006085016993	7000007580578845	NCU06606.7	PWY-3781	aerobic respiration -- electron donor II
NCU06606.5	7000006085016993	7000007580578845	NCU06606.7	PWY2T-21	redox potential pathway
NCU06625.5	7000006085018357	7000007580541772	NCU06625.7	CYSTEINE-DEG-PWY	L-cysteine degradation I
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-5081	tryptophan degradation VIII (to tryptophol)
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-1801	formaldehyde oxidation II (glutathione-dependent)
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY3O-4108-1	tyrosine degradation III
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-5082	methionine degradation III
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-5079	phenylalanine degradation III
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-5078	isoleucine degradation II
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-5076	leucine degradation III
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-5057	valine degradation II
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY66-21	ethanol degradation II (cytosol)
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY2T-9	cellulose conversion to ethanol
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY-5486	pyruvate fermentation to ethanol II
