geneid	funcatid	funcattermname	pubmedid	evidencecode
NCU00668	42.01	cell wall	PMID:15486203	IEA
NCU00669	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00669	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)	PMID:15486203	IEA
NCU00670	01.20.15.03	metabolism of ubiquinone	PMID:15486203	IEA
NCU00670	70.16	mitochondrion	PMID:15486203	IEA
NCU00671	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	PMID:15486203	IEA
NCU00671	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU00677	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00677	01.20.35.01	metabolism of phenylpropanoids	PMID:15486203	IEA
NCU00678	01.01.03.02.02	degradation of glutamate	PMID:15486203	IEA
NCU00679	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU00680	01.01.06.06.01	biosynthesis of lysine	PMID:15486203	IEA
NCU00681	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU00681	32.01	stress response	PMID:15486203	IEA
NCU00690	11.04.01	rRNA processing	PMID:15486203	IEA
NCU00690	11.04.02	tRNA processing	PMID:15486203	IEA
NCU00690	70.10	nucleus	PMID:15486203	IEA
NCU00692	18.02.01.01	enzyme activator	PMID:15486203	IEA
NCU00692	32.01	stress response	PMID:15486203	IEA
NCU00692	32.05.01	resistance proteins	PMID:15486203	IEA
NCU00693	11.04.01	rRNA processing	PMID:15486203	IEA
NCU00700	32.05	disease, virulence and defense	PMID:15486203	IEA
NCU00700	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU00701	01.05.09.07	aminosaccharide catabolism	PMID:15486203	IEA
NCU00701	32.05.03	defense related proteins	PMID:15486203	IEA
NCU00701	42.27	extracellular / secretion proteins	PMID:15486203	IEA
NCU00706	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU00706	70.03	cytoplasm	PMID:15486203	IEA
NCU00707	16.03.01	DNA binding	PMID:15486203	IEA
NCU00709	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU00711	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU00711	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU00711	32.05.01	resistance proteins	PMID:15486203	IEA
NCU00711	32.07.05	detoxification by export	PMID:15486203	IEA
NCU00712	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism	PMID:15486203	IEA
NCU00713	01.02.02.09	catabolism of nitrogenous compounds	PMID:15486203	IEA
NCU00714	32.01	stress response	PMID:15486203	IEA
NCU00714	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU00715	01.01.09.04.01	biosynthesis of phenylalanine	PMID:15486203	IEA
NCU00720	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00720	02.01	glycolysis and gluconeogenesis	PMID:15486203	IEA
NCU00721	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU00721	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU00721	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU00726	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU00726	70.16	mitochondrion	PMID:15486203	IEA
NCU00728	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU00728	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU00728	32.07.05	detoxification by export	PMID:15486203	IEA
NCU00734	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU00736	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU00742	01.06.05	fatty acid metabolism	PMID:15486203	IEA
NCU00742	16.21.07	NAD/NADP binding	PMID:15486203	IEA
NCU00751	01.20.37	metabolism of peptide derived compounds	PMID:15486203	IEA
NCU00754	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU00754	20.03.02.03.01	proton driven antiporter	PMID:15486203	IEA
NCU00754	32.07.05	detoxification by export	PMID:15486203	IEA
NCU00755	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU00755	32.07.05	detoxification by export	PMID:15486203	IEA
NCU00758	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU00758	20.03	transport facilities	PMID:15486203	IEA
NCU00761	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU00762	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00762	32.10.07	degradation / modification of foreign (exogenous) polysaccharides	PMID:15486203	IEA
NCU00765	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU00765	20.03	transport facilities	PMID:15486203	IEA
NCU00768	11.02.03	mRNA synthesis	PMID:15486203	IEA
NCU00770	42.01	cell wall	PMID:15486203	IEA
NCU00772	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	PMID:15486203	IEA
NCU00772	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU00772	30.01	cellular signalling	PMID:15486203	IEA
NCU00775	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00775	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU00775	70.16	mitochondrion	PMID:15486203	IEA
NCU00782	20.01.23	allantoin and allantoate transport	PMID:15486203	IEA
NCU00782	20.03	transport facilities	PMID:15486203	IEA
NCU00782	20.09.18	cellular import	PMID:15486203	IEA
NCU00782	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU00788	32.05.01	resistance proteins	PMID:15486203	IEA
NCU00790	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU00790	20.03	transport facilities	PMID:15486203	IEA
NCU00790	20.09.18	cellular import	PMID:15486203	IEA
NCU00792	01.01.11.02.01	biosynthesis of isoleucine	PMID:15486203	IEA
NCU00792	01.01.11.02.02	degradation of isoleucine	PMID:15486203	IEA
NCU00792	01.01.11.03.01	biosynthesis of valine	PMID:15486203	IEA
NCU00792	01.01.11.03.02	degradation of valine	PMID:15486203	IEA
NCU00792	01.01.11.04.01	biosynthesis of leucine	PMID:15486203	IEA
NCU00792	01.01.11.04.02	degradation of leucine	PMID:15486203	IEA
NCU00793	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00793	02.19	metabolism of energy reserves (e.g. glycogen, trehalose)	PMID:15486203	IEA
NCU00794	16.01	protein binding	PMID:15486203	IEA
NCU00794	18.02.01	enzymatic activity regulation / enzyme regulator	PMID:15486203	IEA
NCU00794	30.05.02.14	Notch-receptor signalling pathway	PMID:15486203	IEA
NCU00794	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU00795	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU00795	20.03.02.03	antiporter	PMID:15486203	IEA
NCU00795	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU00795	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU00795	34.01.01.03	homeostasis of protons	PMID:15486203	IEA
NCU00795	70.25	vacuole or lysosome	PMID:15486203	IEA
NCU00797	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00799	01.01.06.05.01	biosynthesis of methionine	PMID:15486203	IEA
NCU00799	01.01.06.05.02	degradation of methionine	PMID:15486203	IEA
NCU00801	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU00801	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU00801	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU00809	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU00809	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU00809	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU00813	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU00813	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU00823	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU00823	32.05.01	resistance proteins	PMID:15486203	IEA
NCU00828	70.19	peroxisome	PMID:15486203	IEA
NCU00831	14.07.11	protein processing (proteolytic)	PMID:15486203	IEA
NCU00836	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00837	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00837	02.07	pentose-phosphate pathway	PMID:15486203	IEA
NCU00837	70.03	cytoplasm	PMID:15486203	IEA
NCU00838	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00843	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU00843	70.03	cytoplasm	PMID:15486203	IEA
NCU00847	01.20	secondary metabolism	PMID:15486203	IEA
NCU00860	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)	PMID:15486203	IEA
NCU00860	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU00865	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00865	32.05	disease, virulence and defense	PMID:15486203	IEA
NCU00876	20.09.18	cellular import	PMID:15486203	IEA
NCU00876	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU00879	30.01.05	enzyme mediated signal transduction	PMID:15486203	IEA
NCU00880	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU00880	18.02.01.01	enzyme activator	PMID:15486203	IEA
NCU00884	32.01	stress response	PMID:15486203	IEA
NCU00889	16.19.05	GTP binding	PMID:15486203	IEA
NCU00889	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU00889	30.01.05.05	G-protein mediated signal transduction	PMID:15486203	IEA
NCU00890	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU00891	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00891	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU00893	01.07	metabolism of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU00893	70.16	mitochondrion	PMID:15486203	IEA
NCU00895	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU00895	16.19.05	GTP binding	PMID:15486203	IEA
NCU00895	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU00895	20.09.18	cellular import	PMID:15486203	IEA
NCU00895	30.01	cellular signalling	PMID:15486203	IEA
NCU00896	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU00896	20.09.16.09.03	exocytosis	PMID:15486203	IEA
NCU00897	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU00901	10.01.05	DNA recombination and DNA repair	PMID:15486203	IEA
NCU00901	10.03.02	meiosis	PMID:15486203	IEA
NCU00904	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00904	02.13	respiration	PMID:15486203	IEA
NCU00905	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU00911	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU00914	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU00914	30.01	cellular signalling	PMID:15486203	IEA
NCU00915	12.10	aminoacyl-tRNA-synthetases	PMID:15486203	IEA
NCU00919	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU00919	11.04.01	rRNA processing	PMID:15486203	IEA
NCU00924	10	CELL CYCLE AND DNA PROCESSING	PMID:15486203	IEA
NCU00925	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU00925	11.04.01	rRNA processing	PMID:15486203	IEA
NCU00930	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU00930	70.16	mitochondrion	PMID:15486203	IEA
NCU00931	12.10	aminoacyl-tRNA-synthetases	PMID:15486203	IEA
NCU00943	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00943	02.19	metabolism of energy reserves (e.g. glycogen, trehalose)	PMID:15486203	IEA
NCU00943	70.01	cell wall	PMID:15486203	IEA
NCU00944	01.01.09.01.01	biosynthesis of glycine	PMID:15486203	IEA
NCU00944	01.01.09.01.02	degradation of glycine	PMID:15486203	IEA
NCU00950	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU00950	11.06.02	tRNA modification	PMID:15486203	IEA
NCU00951	01.04	phosphate metabolism	PMID:15486203	IEA
NCU00951	70.03	cytoplasm	PMID:15486203	IEA
NCU00952	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU00952	70.16	mitochondrion	PMID:15486203	IEA
NCU00954	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU00954	70.16	mitochondrion	PMID:15486203	IEA
NCU00957	42.01	cell wall	PMID:15486203	IEA
NCU00959	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00959	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU00959	70.16	mitochondrion	PMID:15486203	IEA
NCU00963	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU00965	14.07.11	protein processing (proteolytic)	PMID:15486203	IEA
NCU00968	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU00968	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU00969	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU00969	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU00969	70.16	mitochondrion	PMID:15486203	IEA
NCU00971	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU00971	70.03	cytoplasm	PMID:15486203	IEA
NCU00972	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU00973	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00973	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU00974	32.07.03	detoxification by modification	PMID:15486203	IEA
NCU00977	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU00977	70.16	mitochondrion	PMID:15486203	IEA
NCU00978	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU00978	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU00978	30.01	cellular signalling	PMID:15486203	IEA
NCU00979	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU00987	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU00987	32.05.03	defense related proteins	PMID:15486203	IEA
NCU00987	32.07	detoxification	PMID:15486203	IEA
NCU00987	32.07.01	detoxification involving cytochrome P450	PMID:15486203	IEA
NCU00988	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU00994	01.25.03	extracellular protein degradation	PMID:15486203	IEA
NCU00994	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU00994	70.27	extracellular / secretion proteins	PMID:15486203	IEA
NCU01001	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU01002	70.09	intracellular transport vesicles	PMID:15486203	IEA
NCU01004	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU01004	70.08	Golgi	PMID:15486203	IEA
NCU01008	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU01008	11.04.01	rRNA processing	PMID:15486203	IEA
NCU01009	20.03	transport facilities	PMID:15486203	IEA
NCU01010	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU01013	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU01014	32.05	disease, virulence and defense	PMID:15486203	IEA
NCU01021	12.04	translation	PMID:15486203	IEA
NCU01036	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU01036	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU01045	01.03.16.01	RNA degradation	PMID:15486203	IEA
NCU01047	42.01	cell wall	PMID:15486203	IEA
NCU01050	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU01059	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU01065	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU01065	20.03	transport facilities	PMID:15486203	IEA
NCU01066	01.01	amino acid metabolism	PMID:15486203	IEA
NCU01067	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU01070	12.04	translation	PMID:15486203	IEA
NCU01072	01.20.01.09	metabolism of aminoglycoside antibiotics	PMID:15486203	IEA
NCU01078	02.13	respiration	PMID:15486203	IEA
NCU01080	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU01083	01.01.05.01.01	biosynthesis of polyamines	PMID:15486203	IEA
NCU01083	01.20.23	metabolism of secondary products derived from L-methionine	PMID:15486203	IEA
NCU01085	70.01	cell wall	PMID:15486203	IEA
NCU01086	01.01.09.04.01	biosynthesis of phenylalanine	PMID:15486203	IEA
NCU01086	01.01.09.04.02	degradation of phenylalanine	PMID:15486203	IEA
NCU01090	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU01092	02.16.09	mixed acid and butanediol fermentation	PMID:15486203	IEA
NCU01094	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU01099	30.01.05.05.01	small GTPase mediated signal transduction	PMID:15486203	IEA
NCU01100	02.19	metabolism of energy reserves (e.g. glycogen, trehalose)	PMID:15486203	IEA
NCU01100	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU01100	10.03.02	meiosis	PMID:15486203	IEA
NCU01100	12.07	translational control	PMID:15486203	IEA
NCU01100	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU01100	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU01107	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU01107	42.16	mitochondrion	PMID:15486203	IEA
NCU01115	11.02.02	tRNA synthesis	PMID:15486203	IEA
NCU01115	11.04.02	tRNA processing	PMID:15486203	IEA
NCU01119	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU01132	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU01132	20.03	transport facilities	PMID:15486203	IEA
NCU01141	01.01	amino acid metabolism	PMID:15486203	IEA
NCU01141	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU01142	20.01.15	electron transport	PMID:15486203	IEA
NCU01142	20.03	transport facilities	PMID:15486203	IEA
NCU01142	70.16	mitochondrion	PMID:15486203	IEA
NCU01145	70.10.03	chromosome	PMID:15486203	IEA
NCU01146	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU01147	01.20	secondary metabolism	PMID:15486203	IEA
NCU01151	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU01151	30.01	cellular signalling	PMID:15486203	IEA
NCU01157	01.20.37.01	metabolism of thioredoxin, glutaredoxin, glutathion	PMID:15486203	IEA
NCU01160	11	TRANSCRIPTION	PMID:15486203	IEA
NCU01160	20.01.21	RNA transport	PMID:15486203	IEA
NCU01160	20.09.01	nuclear transport	PMID:15486203	IEA
NCU01162	70.01	cell wall	PMID:15486203	IEA
NCU01165	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU01166	16.19.01	cyclic nucleotide binding (cAMP, cGMP, etc.)	PMID:15486203	IEA
NCU01166	30.01.09.07	cAMP/cGMP mediated signal transduction	PMID:15486203	IEA
NCU01166	40.01.03	directional cell growth (morphogenesis)	PMID:15486203	IEA
NCU01166	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU01166	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU01169	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU01169	20.01.15	electron transport	PMID:15486203	IEA
NCU01169	20.03	transport facilities	PMID:15486203	IEA
NCU01169	70.16	mitochondrion	PMID:15486203	IEA
NCU01171	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU01171	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU01171	70.10	nucleus	PMID:15486203	IEA
NCU01173	01.03.16.01	RNA degradation	PMID:15486203	IEA
NCU01175	01.06.06	isoprenoid metabolism	PMID:15486203	IEA
NCU01177	01.01	amino acid metabolism	PMID:15486203	IEA
NCU01179	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU01179	70.16	mitochondrion	PMID:15486203	IEA
NCU01182	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU01187	12.07	translational control	PMID:15486203	IEA
NCU01187	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU01187	70.03	cytoplasm	PMID:15486203	IEA
NCU01192	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU01192	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU01192	70.10	nucleus	PMID:15486203	IEA
NCU01193	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU01195	01.01.03.01.02	degradation of glutamine	PMID:15486203	IEA
NCU01195	01.01.03.03.02	degradation of proline	PMID:15486203	IEA
NCU01195	01.01.03.05.02	degradation of arginine	PMID:15486203	IEA
NCU01195	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU01196	32.01	stress response	PMID:15486203	IEA
NCU01197	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU01197	40.01	cell growth / morphogenesis	PMID:15486203	IEA
